movie_title,director_name,num_critic_for_reviews,duration,Actor_1,Actor_2,genre1,genre2,gross,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,num_voted_users,Profit
The Remains of the DayÂ ,James Ivory,58,134,Peter Vaughan,Anthony Hopkins,Drama,Romance,"$22,954,968.00 ",156,English,UK,PG,"$11,500,000.00 ",1993,7.9,45703,"$11,454,968.00"
Boogie NightsÂ ,Paul Thomas Anderson,153,155,Nicole Ari Parker,Don Cheadle,Drama,NA,"$26,384,919.00 ",560,English,USA,R,"$15,000,000.00 ",1997,7.9,189032,"$11,384,919.00"
Nowhere to RunÂ ,Robert Harmon,25,94,Rosanna Arquette,Kieran Culkin,Action,Crime,"$22,189,039.00 ",55,English,USA,R,"$15,000,000.00 ",1993,5.5,17074,"$7,189,039.00"
FlickaÂ ,Michael Mayer,46,95,Danny Pino,Alison Lohman,Adventure,Drama,"$20,998,709.00 ",76,English,USA,PG,"$15,000,000.00 ",2006,6.2,6095,"$5,998,709.00"
The Hills Have Eyes IIÂ ,Martin Weisz,161,89,Daniella Alonso,Jeff Kober,Horror,NA,"$20,801,344.00 ",211,English,USA,R,"$15,000,000.00 ",2007,5.1,49721,"$5,801,344.00"
Urban Legends: Final CutÂ ,John Ottman,108,97,Joey Lawrence,Loretta Devine,Horror,Mystery,"$21,468,807.00 ",227,English,USA,R,"$14,000,000.00 ",2000,4.1,13048,"$7,468,807.00"
Tuck EverlastingÂ ,Jay Russell,69,90,Sissy Spacek,William Hurt,Drama,Family,"$19,158,074.00 ",127,English,USA,PG,"$15,000,000.00 ",2002,6.7,17983,"$4,158,074.00"
The MarineÂ ,John Bonito,78,92,Firass Dirani,Kelly Carlson,Action,Drama,"$18,843,314.00 ",284,English,USA,PG-13,"$20,000,000.00 ",2006,4.7,27486,"-$1,156,686.00"
KeanuÂ ,Peter Atencio,129,100,Will Forte,Nia Long,Action,Comedy,"$20,566,327.00 ",84,English,USA,R,"$15,000,000.00 ",2016,6.4,15385,"$5,566,327.00"
Country StrongÂ ,Shana Feste,135,117,Cinda McCain,Leighton Meester,Drama,Music,"$20,218,921.00 ",114,English,Official site,PG-13,"$15,000,000.00 ",2010,6.3,14814,"$5,218,921.00"
Disturbing BehaviorÂ ,David Nutter,96,84,Ethan Embry,Bruce Greenwood,Horror,Mystery,"$17,411,331.00 ",237,English,Australia,R,"$15,000,000.00 ",1998,5.5,17328,"$2,411,331.00"
The Place Beyond the PinesÂ ,Derek Cianfrance,417,140,Ben Mendelsohn,Ryan Gosling,Crime,Drama,"$21,383,298.00 ",376,English,USA,R,"$15,000,000.00 ",2012,7.3,187170,"$6,383,298.00"
The November ManÂ ,Roger Donaldson,172,108,Akie Kotabe,Luke Bracey,Action,Crime,"$24,984,868.00 ",152,English,USA,R,"$15,000,000.00 ",2014,6.3,50056,"$9,984,868.00"
Eye of the BeholderÂ ,Stephan Elliott,88,109,Patrick Bergin,Jason Priestley,Drama,Mystery,"$16,459,004.00 ",415,English,Canada,R,"$15,000,000.00 ",1999,4.9,13320,"$1,459,004.00"
The Hurt LockerÂ ,Kathryn Bigelow,388,131,Christian Camargo,Jeremy Renner,Drama,History,"$15,700,000.00 ",876,English,USA,R,"$15,000,000.00 ",2008,7.6,332065,"$700,000.00"
FirestarterÂ ,Mark L. Lester,45,114,George C. Scott,Heather Locklear,Action,Horror,"$15,100,000.00 ",96,English,USA,R,"$15,000,000.00 ",1984,6,22797,"$100,000.00"
Killing Them SoftlyÂ ,Andrew Dominik,414,97,Sam Shepard,Brad Pitt,Crime,Thriller,"$14,938,570.00 ",369,English,USA,R,"$15,000,000.00 ",2012,6.2,111625,"-$61,430.00"
A Most Wanted ManÂ ,Anton Corbijn,291,122,Nina Hoss,Philip Seymour Hoffman,Crime,Drama,"$17,237,244.00 ",158,English,UK,R,"$15,000,000.00 ",2014,6.8,57210,"$2,237,244.00"
Freddy Got FingeredÂ ,Tom Green,97,87,Harland Williams,Rip Torn,Comedy,NA,"$14,249,005.00 ",619,English,USA,R,"$15,000,000.00 ",2001,4.5,39788,"-$750,995.00"
The Pirates Who Don't Do Anything: A VeggieTales MovieÂ ,Mike Nawrocki,37,85,Cam Clarke,Yuri Lowenthal,Adventure,Animation,"$12,701,880.00 ",22,English,USA,G,"$15,000,000.00 ",2008,5.7,2037,"-$2,298,120.00"
U2 3DÂ ,Catherine Owens,68,85,The Edge,Bono,Documentary,Music,"$10,353,690.00 ",31,English,USA,G,"$20,000,000.00 ",2007,8.4,2673,"-$9,646,310.00"
Highlander: EndgameÂ ,Douglas Aarniokoski,90,101,Adrian Paul,Christopher Lambert,Action,Adventure,"$12,801,190.00 ",355,English,USA,R,"$15,000,000.00 ",2000,4.6,16340,"-$2,198,810.00"
IdlewildÂ ,Bryan Barber,81,121,Faizon Love,Cicely Tyson,Crime,Drama,"$12,549,485.00 ",91,English,USA,R,"$15,000,000.00 ",2006,6.2,4603,"-$2,450,515.00"
One DayÂ ,Lone Scherfig,221,107,Jim Sturgess,Anne Hathaway,Drama,Romance,"$13,766,014.00 ",181,English,USA,PG-13,"$15,000,000.00 ",2011,7,106111,"-$1,233,986.00"
Whip ItÂ ,Drew Barrymore,230,111,Jimmy Fallon,Daniel Stern,Drama,Sport,"$13,034,417.00 ",118,English,USA,PG-13,"$15,000,000.00 ",2009,6.9,55665,"-$1,965,583.00"
Knockaround GuysÂ ,Brian Koppelman,57,92,Tom Noonan,Vin Diesel,Crime,Drama,"$11,632,420.00 ",135,English,USA,R,"$20,000,000.00 ",2001,6.1,19768,"-$8,367,580.00"
ConfidenceÂ ,James Foley,119,97,Brian Van Holt,Louis Lombardi,Crime,Thriller,"$12,212,417.00 ",144,English,USA,R,"$15,000,000.00 ",2003,6.7,30643,"-$2,787,583.00"
The MuseÂ ,Albert Brooks,97,97,Bradley Whitford,Jeff Bridges,Comedy,NA,"$11,614,236.00 ",140,English,USA,PG-13,"$15,000,000.00 ",1999,5.6,9294,"-$3,385,764.00"
De-LovelyÂ ,Irwin Winkler,119,125,Keith Allen,Kevin McNally,Biography,Drama,"$13,337,299.00 ",226,English,USA,PG-13,"$20,000,000.00 ",2004,6.6,9649,"-$6,662,701.00"
New York StoriesÂ ,Woody Allen,42,124,Larry David,Woody Allen,Comedy,Drama,"$10,763,469.00 ",55,English,USA,PG,"$15,000,000.00 ",1989,6.4,13692,"-$4,236,531.00"
Barney's Great AdventureÂ ,Steve Gomer,24,76,Kyla Pratt,Trevor Morgan,Adventure,Family,"$11,144,518.00 ",53,English,Canada,G,"$15,000,000.00 ",1998,2.8,2724,"-$3,855,482.00"
The Man with the Iron FistsÂ ,RZA,208,107,RZA,Rick Yune,Action,NA,"$15,608,545.00 ",224,English,USA,R,"$15,000,000.00 ",2012,5.4,53471,"$608,545.00"
Home FriesÂ ,Dean Parisot,42,91,Jake Busey,Catherine O'Hara,Comedy,Drama,"$10,443,316.00 ",88,English,USA,PG-13,"$15,000,000.00 ",1998,5,7159,"-$4,556,684.00"
Here on EarthÂ ,Mark Piznarski,44,96,Chris Klein,Bruce Greenwood,Drama,Romance,"$10,494,147.00 ",162,English,USA,PG-13,"$15,000,000.00 ",2000,5.1,7403,"-$4,505,853.00"
BrazilÂ ,Terry Gilliam,230,142,Bob Hoskins,Robert De Niro,Drama,Sci-Fi,"$9,929,000.00 ",513,English,UK,R,"$15,000,000.00 ",1985,8,152306,"-$5,071,000.00"
Raise Your VoiceÂ ,Sean McNamara,46,103,Rebecca De Mornay,Oliver James,Family,Music,"$10,411,980.00 ",212,English,USA,PG,"$15,000,000.00 ",2004,5.9,22649,"-$4,588,020.00"
The Dead ZoneÂ             ,Unknown,18,60,Nicole de Boer,David Ogden Stiers,Drama,Fantasy,"$25,517,500.00 ",77,English,Canada,TV-14,"$20,000,000.00 ",2005,7.5,7122,"$5,517,500.00"
The Big LebowskiÂ ,Joel Coen,249,117,Jeff Bridges,Philip Seymour Hoffman,Comedy,Crime,"$17,439,163.00 ",1028,English,USA,R,"$15,000,000.00 ",1998,8.2,537419,"$2,439,163.00"
Black Snake MoanÂ ,Craig Brewer,197,116,Michael Raymond-James,Justin Timberlake,Drama,Music,"$9,396,487.00 ",200,English,USA,R,"$15,000,000.00 ",2006,7,52421,"-$5,603,513.00"
Dark BlueÂ ,Ron Shelton,71,118,Dash Mihok,Khandi Alexander,Crime,Drama,"$9,059,588.00 ",125,English,USA,R,"$15,000,000.00 ",2002,6.6,17261,"-$5,940,412.00"
A Mighty HeartÂ ,Michael Winterbottom,190,108,Archie Panjabi,Angelina Jolie Pitt,Biography,Drama,"$9,172,810.00 ",118,English,USA,R,"$16,000,000.00 ",2007,6.7,24150,"-$6,827,190.00"
Whatever It TakesÂ ,David Raynr,50,94,Jodi Lyn O'Keefe,James Franco,Comedy,Drama,"$8,735,529.00 ",89,English,USA,PG-13,"$15,000,000.00 ",2000,5.5,8055,"-$6,264,471.00"
Boat TripÂ ,Mort Nathan,63,97,Lin Shaye,Vivica A. Fox,Comedy,NA,"$8,586,376.00 ",132,English,USA,R,"$20,000,000.00 ",2002,4.9,26598,"-$11,413,624.00"
The Importance of Being EarnestÂ ,Oliver Parker,104,97,Tom Wilkinson,Colin Firth,Comedy,Drama,"$8,378,141.00 ",141,English,UK,PG,"$15,000,000.00 ",2002,6.9,18966,"-$6,621,859.00"
The Love LetterÂ ,Dan Curtis,110,99,Campbell Scott,Jennifer Jason Leigh,Fantasy,Romance,"$25,517,500.00 ",56,English,USA,Unrated,"$20,000,000.00 ",1998,7.4,1465,"$5,517,500.00"
HootÂ ,Wil Shriner,49,91,Neil Flynn,Logan Lerman,Adventure,Comedy,"$8,080,116.00 ",66,English,USA,PG,"$15,000,000.00 ",2006,5.6,6562,"-$6,919,884.00"
In BrugesÂ ,Martin McDonagh,300,107,Anna Madeley,Elizabeth Berrington,Comedy,Crime,"$7,757,130.00 ",513,English,UK,R,"$15,000,000.00 ",2008,8,307639,"-$7,242,870.00"
PeeplesÂ ,Tina Gordon Chism,43,95,S. Epatha Merkerson,Tyler James Williams,Comedy,Romance,"$9,123,834.00 ",33,English,USA,PG-13,"$15,000,000.00 ",2013,5.3,4065,"-$5,876,166.00"
The RockerÂ ,Peter Cattaneo,132,102,Bradley Cooper,Emma Stone,Comedy,Music,"$6,409,206.00 ",104,English,USA,PG-13,"$15,000,000.00 ",2008,6.2,32311,"-$8,590,794.00"
Post GradÂ ,Vicky Jenson,97,88,Zach Gilford,J.K. Simmons,Comedy,Romance,"$6,373,693.00 ",53,English,USA,PG-13,"$15,000,000.00 ",2009,5.3,11498,"-$8,626,307.00"
Promised LandÂ ,Gus Van Sant,242,106,Hal Holbrook,Matt Damon,Drama,NA,"$7,556,708.00 ",102,English,USA,R,"$15,000,000.00 ",2012,6.6,30284,"-$7,443,292.00"
Whatever WorksÂ ,Woody Allen,218,92,Michael McKean,Larry David,Comedy,Romance,"$5,306,447.00 ",169,English,USA,PG-13,"$15,000,000.00 ",2009,7.2,58967,"-$9,693,553.00"
The In CrowdÂ ,Mary Lambert,49,105,Susan Ward,Matthew Settle,Drama,Mystery,"$5,217,498.00 ",85,English,USA,PG-13,"$15,000,000.00 ",2000,4.6,3668,"-$9,782,502.00"
Three BurialsÂ ,Tommy Lee Jones,172,107,Dwight Yoakam,Levon Helm,Adventure,Crime,"$5,023,275.00 ",199,English,France,R,"$15,000,000.00 ",2005,7.5,34194,"-$9,976,725.00"
Jakob the LiarÂ ,Peter Kassovitz,68,120,Mark Margolis,Robin Williams,Drama,War,"$4,956,401.00 ",89,English,France,PG-13,"$15,000,000.00 ",1999,6.5,12601,"-$10,043,599.00"
Kiss Kiss Bang BangÂ ,Shane Black,223,103,Corbin Bernsen,Robert Downey Jr.,Comedy,Crime,"$4,235,837.00 ",336,English,USA,R,"$15,000,000.00 ",2005,7.6,175962,"-$10,764,163.00"
Idle HandsÂ ,Rodman Flender,59,92,Fred Willard,Vivica A. Fox,Comedy,Fantasy,"$4,002,955.00 ",198,English,USA,R,"$20,000,000.00 ",1999,6.2,33745,"-$15,997,045.00"
Mulholland DriveÂ ,David Lynch,252,147,Robert Forster,Naomi Watts,Drama,Mystery,"$7,219,578.00 ",1768,English,France,R,"$15,000,000.00 ",2001,8,235992,"-$7,780,422.00"
Blood and ChocolateÂ ,Katja von Garnier,106,98,Agnes Bruckner,Olivier Martinez,Drama,Fantasy,"$3,525,161.00 ",190,English,USA,PG-13,"$20,000,000.00 ",2007,5.5,15388,"-$16,474,839.00"
You Will Meet a Tall Dark StrangerÂ ,Woody Allen,223,98,Naomi Watts,Anthony Hopkins,Comedy,Drama,"$3,247,816.00 ",108,English,USA,R,"$22,000,000.00 ",2010,6.3,36145,"-$18,752,184.00"
Never Let Me GoÂ ,Mark Romanek,328,103,Charlie Rowe,Andrew Garfield,Drama,Romance,"$2,412,045.00 ",320,English,UK,R,"$15,000,000.00 ",2010,7.2,109873,"-$12,587,955.00"
The CompanyÂ             ,Unknown,9,286,Tom Hollander,Anna Silk,Drama,History,"$25,517,500.00 ",39,English,USA,Unknown,"$20,000,000.00 ",2005,7.9,3828,"$5,517,500.00"
TranssiberianÂ ,Brad Anderson,150,111,Eduardo Noriega,Thomas Kretschmann,Crime,Drama,"$2,203,641.00 ",162,English,Spain,R,"$15,000,000.00 ",2008,6.7,42792,"-$12,796,359.00"
The Clan of the Cave BearÂ ,Michael Chapman,21,98,Pamela Reed,Curtis Armstrong,Adventure,Drama,"$1,953,732.00 ",62,English,USA,R,"$15,000,000.00 ",1986,5.3,4996,"-$13,046,268.00"
Crazy in AlabamaÂ ,Antonio Banderas,28,111,Elizabeth Perkins,Meat Loaf,Comedy,Crime,"$1,954,202.00 ",71,English,USA,PG-13,"$15,000,000.00 ",1999,6.3,5917,"-$13,045,798.00"
Funny GamesÂ ,Michael Haneke,250,111,Siobhan Fallon Hogan,Naomi Watts,Crime,Drama,"$1,294,640.00 ",436,English,USA,R,"$15,000,000.00 ",2007,6.5,69569,"-$13,705,360.00"
ListeningÂ ,Khalil Sullins,17,100,Kalim Chandler,Thomas Stroppel,Drama,Sci-Fi,"$25,517,500.00 ",13,English,Cambodia,Unknown,"$20,000,000.00 ",2014,5.6,1933,"$5,517,500.00"
Felicia's JourneyÂ ,Atom Egoyan,95,116,Elaine Cassidy,Bob Hoskins,Drama,Thriller,"$819,852.00 ",83,English,Canada,PG-13,"$20,000,000.00 ",1999,7,6690,"-$19,180,148.00"
MetropolisÂ ,Fritz Lang,260,145,Gustav FrÃ¶hlich,Brigitte Helm,Drama,Sci-Fi,"$26,435.00 ",413,German,Germany,Not Rated,"$6,000,000.00 ",1927,8.3,111841,"-$5,973,565.00"
District B13Â ,Pierre Morel,141,84,Cyril Raffaelli,David Belle,Action,Crime,"$1,197,786.00 ",157,French,France,R,"$12,000,000.00 ",2004,7.2,55928,"-$10,802,214.00"
Things to Do in Denver When You're DeadÂ ,Gary Fleder,52,115,Bill Cobbs,Steve Buscemi,Crime,Drama,"$529,766.00 ",144,English,USA,R,"$7,000,000.00 ",1995,6.8,22345,"-$6,470,234.00"
The AssassinÂ ,Hsiao-Hsien Hou,205,105,Chen Chang,Qi Shu,Action,Drama,"$613,556.00 ",87,Mandarin,Taiwan,Not Rated,"$15,000,000.00 ",2015,6.4,9427,"-$14,386,444.00"
Buffalo SoldiersÂ ,Gregor Jordan,109,98,Scott Glenn,Dean Stockwell,Comedy,Crime,"$31,153,743.00 ",111,English,UK,R,"$15,000,000.00 ",2001,6.9,20730,"$16,153,743.00"
The ReturnÂ ,Andrey Zvyagintsev,103,99,Vladimir Garin,Konstantin Lavronenko,Drama,Mystery,"$50,211,028.00 ",172,Russian,Russia,Unrated,"$20,000,000.00 ",2003,8,31589,"$30,211,028.00"
Ong-bak 2Â ,Tony Jaa,110,110,Petchtai Wongkamlao,Nirut Sirichanya,Action,NA,"$10,211,055.00 ",72,Thai,Thailand,R,"$300,000,000.00 ",2008,6.2,24570,"-$289,788,945.00"
CenturionÂ ,Neil Marshall,195,97,JJ Feild,Michael Fassbender,Action,Adventure,"$11,122,288.00 ",201,English,UK,R,"$20,000,000.00 ",2010,6.4,64777,"-$8,877,712.00"
Silent TriggerÂ ,Russell Mulcahy,14,88,Gina Bellman,Christopher Heyerdahl,Action,Drama,"$2,115,517,500.00 ",29,English,Canada,R,"$9,000,000.00 ",1996,5.6,2699,"$2,106,517,500.00"
The Midnight Meat TrainÂ ,RyÃ»hei Kitamura,177,103,Brooke Shields,Bradley Cooper,Fantasy,Horror,"$111,173,548.00 ",209,English,USA,R,"$15,000,000.00 ",2008,6.1,47574,"$96,173,548.00"
Winnie MandelaÂ ,Darrell Roodt,17,104,Wendy Crewson,Jennifer Hudson,Biography,Drama,"$25,517,500.00 ",15,English,South Africa,R,"$15,000,000.00 ",2011,6,609,"$10,517,500.00"
The Son of No OneÂ ,Dito Montiel,62,90,Al Pacino,Channing Tatum,Crime,Drama,"$11,128,870.00 ",41,English,USA,R,"$15,000,000.00 ",2011,5.1,14280,"-$3,871,130.00"
All the Queen's MenÂ ,Stefan Ruzowitzky,19,105,Udo Kier,Eddie Izzard,Action,Comedy,"$66,622,723.00 ",40,English,Germany,PG-13,"$25,000,000.00 ",2001,4.5,2236,"$41,622,723.00"
The Good NightÂ ,Jake Paltrow,50,93,Gael Le Cornec,Stephen Graham,Comedy,Drama,"$11,120,380.00 ",39,English,USA,R,"$15,000,000.00 ",2007,5.9,7519,"-$3,879,620.00"
Bathory: Countess of BloodÂ ,Juraj Jakubisko,25,141,Hans Matheson,Anna Friel,Biography,Drama,"$25,517,500.00 ",32,English,Slovakia,R,"$20,000,000.00 ",2008,6,3425,"$5,517,500.00"
KhumbaÂ ,Anthony Silverston,39,85,Steve Buscemi,Liam Neeson,Adventure,Animation,"$25,517,500.00 ",12,English,South Africa,Not Rated,"$20,000,000.00 ",2013,5.8,4006,"$5,517,500.00"
AutomataÂ ,Gabe IbÃ¡Ã±ez,136,109,Robert Forster,Birgitte Hjort SÃ¸rensen,Action,Sci-Fi,"$25,517,500.00 ",134,English,Bulgaria,R,"$7,000,000.00 ",2014,6.1,41638,"$18,517,500.00"
Dungeons & Dragons: Wrath of the Dragon GodÂ ,Gerry Lively,26,105,Lucy Gaskell,Bruce Payne,Action,Adventure,"$25,517,500.00 ",108,English,Germany,Not Rated,"$15,000,000.00 ",2005,4.9,5018,"$10,517,500.00"
Chiamatemi Francesco - Il Papa della genteÂ ,Daniele Luchetti,4,98,Rodrigo De la Serna,Maximilian Dirr,Biography,NA,"$25,517,500.00 ",4,Spanish,Italy,Unknown,"$15,000,000.00 ",2015,5.7,80,"$10,517,500.00"
Shinjuku IncidentÂ ,Tung-Shing Yee,53,119,Daniel Wu,Bingbing Fan,Action,Crime,"$25,517,500.00 ",53,Mandarin,Hong Kong,R,"$15,000,000.00 ",2009,7.1,9177,"$10,517,500.00"
PandaemoniumÂ ,Julien Temple,22,124,Dexter Fletcher,Samantha Morton,Biography,Drama,"$25,517,500.00 ",32,English,UK,PG-13,"$15,000,000.00 ",2000,6.6,695,"$10,517,500.00"
Groundhog DayÂ ,Harold Ramis,147,101,Chris Elliott,Bill Murray,Comedy,Fantasy,"$70,906,973.00 ",609,English,USA,PG,"$14,600,000.00 ",1993,8.1,437418,"$56,306,973.00"
Magic Mike XXLÂ ,Gregory Jacobs,222,115,Channing Tatum,Matt Bomer,Comedy,Drama,"$66,009,973.00 ",135,English,USA,R,"$14,800,000.00 ",2015,5.7,38202,"$51,209,973.00"
Romeo + JulietÂ ,Baz Luhrmann,106,120,Harold Perrineau,Leonardo DiCaprio,Drama,Romance,"$46,338,728.00 ",506,English,USA,PG-13,"$14,500,000.00 ",1996,6.8,167750,"$31,838,728.00"
Sarah's KeyÂ ,Gilles Paquet-Brenner,136,111,Aidan Quinn,Kristin Scott Thomas,Drama,War,"$7,691,700.00 ",73,French,France,PG-13,"$10,000,000.00 ",2010,7.5,12937,"-$2,308,300.00"
FreedomÂ ,Peter Cousens,5,94,David Rasche,Sharon Leal,Drama,Family,"$25,517,500.00 ",13,English,USA,R,"$14,500,000.00 ",2014,6.2,993,"$11,017,500.00"
UnforgivenÂ ,Clint Eastwood,131,131,Morgan Freeman,Clint Eastwood,Drama,Western,"$101,157,447.00 ",495,English,USA,R,"$14,400,000.00 ",1992,8.3,277505,"$86,757,447.00"
ManderlayÂ ,Lars von Trier,140,139,Jeremy Davies,Bryce Dallas Howard,Drama,NA,"$74,205.00 ",81,English,Denmark,Not Rated,"$14,200,000.00 ",2005,7.4,18646,"-$14,125,795.00"
Slumdog MillionaireÂ ,Danny Boyle,418,120,Saurabh Shukla,Anil Kapoor,Drama,Romance,"$141,319,195.00 ",1017,English,UK,R,"$15,000,000.00 ",2008,8,641997,"$126,319,195.00"
Fatal AttractionÂ ,Adrian Lyne,94,119,Lois Smith,Fred Gwynne,Drama,Romance,"$156,645,693.00 ",201,English,USA,R,"$14,000,000.00 ",1987,6.9,55101,"$142,645,693.00"
Pretty WomanÂ ,Garry Marshall,82,125,Hector Elizondo,Julia Roberts,Comedy,Romance,"$178,406,268.00 ",271,English,USA,R,"$14,000,000.00 ",1990,6.9,213476,"$164,406,268.00"
Towering InfernoÂ             ,John Blanchard,110,65,Andrea Martin,Martin Short,Comedy,NA,"$25,517,500.00 ",156,English,Canada,Unknown,"$20,000,000.00 ",2005,9.5,10,"$5,517,500.00"
Crocodile Dundee IIÂ ,John Cornell,32,108,Linda Kozlowski,Paul Hogan,Action,Adventure,"$109,306,210.00 ",62,English,Australia,PG,"$15,800,000.00 ",1988,5.5,44096,"$93,506,210.00"
Broken HorsesÂ ,Vidhu Vinod Chopra,22,101,Chris Marquette,MarÃ?a Valverde,Action,Crime,"$25,517,500.00 ",20,English,USA,R,"$15,000,000.00 ",2015,5.7,1554,"$10,517,500.00"
Born on the Fourth of JulyÂ ,Oliver Stone,72,145,Tom Berenger,Tom Cruise,Biography,Drama,"$70,001,698.00 ",173,English,USA,R,"$14,000,000.00 ",1989,7.2,76842,"$56,001,698.00"
Cool RunningsÂ ,Jon Turteltaub,39,98,Leon,Doug E. Doug,Adventure,Comedy,"$68,856,263.00 ",97,English,USA,PG,"$15,000,000.00 ",1993,6.9,69733,"$53,856,263.00"
My Bloody ValentineÂ ,Patrick Lussier,264,101,Jaime King,Jensen Ackles,Horror,Thriller,"$51,527,787.00 ",268,English,USA,R,"$15,000,000.00 ",2009,5.5,45603,"$36,527,787.00"
First BloodÂ ,Ted Kotcheff,145,93,Brian Dennehy,Sylvester Stallone,Action,Adventure,"$25,517,500.00 ",376,English,USA,R,"$14,000,000.00 ",1982,7.7,172493,"$11,517,500.00"
Stomp the YardÂ ,Sylvain White,86,109,Laz Alonso,Chris Brown,Drama,Music,"$61,356,221.00 ",162,English,USA,PG-13,"$14,000,000.00 ",2007,5.2,19505,"$47,356,221.00"
The Spy Who Loved MeÂ ,Lewis Gilbert,112,123,Desmond Llewelyn,Caroline Munro,Action,Adventure,"$46,800,000.00 ",275,English,UK,PG,"$14,000,000.00 ",1977,7.1,76477,"$32,800,000.00"
Ghost HuntersÂ             ,Unknown,17,60,Steve Gonsalves,Amy Bruni,Documentary,NA,"$25,517,500.00 ",57,English,USA,Unknown,"$20,000,000.00 ",2005,6.6,5563,"$5,517,500.00"
Urban LegendÂ ,Jamie Blanks,101,99,Loretta Devine,Alicia Witt,Horror,Mystery,"$38,048,637.00 ",426,English,USA,R,"$14,000,000.00 ",1998,5.5,47814,"$24,048,637.00"
Good DeedsÂ ,Tyler Perry,42,110,Phylicia Rashad,Eddie Cibrian,Comedy,Drama,"$35,010,192.00 ",43,English,USA,PG-13,"$20,000,000.00 ",2012,5.4,6352,"$15,010,192.00"
White FangÂ ,Randal Kleiser,10,107,Klaus Maria Brandauer,Seymour Cassel,Adventure,Drama,"$34,793,160.00 ",31,English,USA,PG,"$14,000,000.00 ",1991,6.7,15730,"$20,793,160.00"
SuperstarÂ ,Bruce McCulloch,43,81,Elaine Hendrix,Will Ferrell,Comedy,Romance,"$30,628,981.00 ",160,English,USA,PG-13,"$14,000,000.00 ",1999,5,15047,"$16,628,981.00"
The Iron LadyÂ ,Phyllida Lloyd,331,105,Jim Broadbent,Meryl Streep,Biography,Drama,"$29,959,436.00 ",350,English,UK,PG-13,"$13,000,000.00 ",2011,6.4,82327,"$16,959,436.00"
Jonah: A VeggieTales MovieÂ ,Mike Nawrocki,38,82,Mike Nawrocki,Phil Vischer,Adventure,Animation,"$25,571,351.00 ",78,English,USA,G,"$14,000,000.00 ",2002,6.6,3135,"$11,571,351.00"
Poetic JusticeÂ ,John Singleton,12,109,Khandi Alexander,Janet Jackson,Drama,Romance,"$27,515,786.00 ",31,English,USA,R,"$14,000,000.00 ",1993,5.9,8904,"$13,515,786.00"
All About the BenjaminsÂ ,Kevin Bray,40,95,Roger Guenveur Smith,Mike Epps,Action,Comedy,"$25,482,931.00 ",33,English,USA,R,"$14,000,000.00 ",2002,5.7,9693,"$11,482,931.00"
Vampire in BrooklynÂ ,Wes Craven,34,100,W. Earl Brown,John Witherspoon,Comedy,Fantasy,"$19,900,000.00 ",53,English,USA,R,"$20,000,000.00 ",1995,4.5,17262,"-$100,000.00"
Exorcist II: The HereticÂ ,John Boorman,82,118,Richard Burton,Linda Blair,Horror,NA,"$25,517,500.00 ",252,English,USA,R,"$14,000,000.00 ",1977,3.7,16294,"$11,517,500.00"
An American HauntingÂ ,Courtney Solomon,125,91,James D'Arcy,Sissy Spacek,Horror,Mystery,"$16,298,046.00 ",747,English,UK,PG-13,"$14,000,000.00 ",2005,5,22207,"$2,298,046.00"
My Boss's DaughterÂ ,David Zucker,56,90,Tyler Labine,Carmen Electra,Comedy,Romance,"$15,549,702.00 ",123,English,USA,PG-13,"$14,000,000.00 ",2003,4.6,24038,"$1,549,702.00"
A Perfect GetawayÂ ,David Twohy,160,108,Milla Jovovich,Chris Hemsworth,Adventure,Mystery,"$15,483,540.00 ",215,English,USA,R,"$14,000,000.00 ",2009,6.5,56338,"$1,483,540.00"
Our Family WeddingÂ ,Rick Famuyiwa,71,103,Lance Gross,America Ferrera,Comedy,Romance,"$20,246,959.00 ",20,English,USA,PG-13,"$14,000,000.00 ",2010,4.9,5721,"$6,246,959.00"
Dead Man on CampusÂ ,Alan Cohn,37,96,Linda Cardellini,Alyson Hannigan,Comedy,NA,"$15,062,898.00 ",106,English,USA,R,"$14,000,000.00 ",1998,6,11729,"$1,062,898.00"
Tea with MussoliniÂ ,Franco Zeffirelli,62,117,Joan Plowright,Lily Tomlin,Comedy,Drama,"$14,348,123.00 ",157,English,Italy,PG,"$12,000,000.00 ",1999,6.9,9323,"$2,348,123.00"
ThinnerÂ ,Tom Holland,73,93,Bethany Joy Lenz,Joe Mantegna,Fantasy,Horror,"$15,171,475.00 ",122,English,USA,R,"$8,500,000.00 ",1996,5.7,19805,"$6,671,475.00"
"New York, New YorkÂ ",Martin Scorsese,59,136,Liza Minnelli,Robert De Niro,Drama,Music,"$25,517,500.00 ",75,English,USA,PG,"$14,000,000.00 ",1977,6.7,13548,"$11,517,500.00"
CrooklynÂ ,Spike Lee,25,115,Delroy Lindo,Alfre Woodard,Comedy,Drama,"$13,640,000.00 ",39,English,USA,PG-13,"$14,000,000.00 ",1994,6.9,6011,"-$360,000.00"
I Think I Love My WifeÂ ,Chris Rock,97,94,Eliza Coupe,Steve Buscemi,Comedy,Drama,"$12,550,242.00 ",55,English,USA,R,"$20,000,000.00 ",2007,5.5,13866,"-$7,449,758.00"
Jason XÂ ,James Isaac,205,85,Kane Hodder,Peter Mensah,Action,Horror,"$12,610,731.00 ",673,English,USA,R,"$11,000,000.00 ",2001,4.4,38985,"$1,610,731.00"
